Song,Singer,Playlist,Tag,Cluster,mean_cluster,std
500 Miles (LP Ver.),"Peter, Paul and Mary",효리네 민박 13회,방송,"[1, 3]",2.0,1.0
501's,Fortunes,새벽 분위기에 빠져드는 플레이리스트,"로맨틱한, 매혹적인, 2010년대, POP, 해외음악, 저녁, 새벽, 그루브한","[16, 17, 15, 15, 15, 14, 13, 5, 7, 3]",12.0,4.774934554525329
520,easy life,힙한 카페 사장님이라면 무조건 좋아할 거야!,"감각적인, 소울, 카페, 분위기깡패","[19, 14, 17, 9, 15, 15, 13, 3]",13.125,4.702060718451007
575 (Demo),Sylo,언제 어디서나 분위기 메이커 !! 미디엄 템포 Love,"알앤비, groove, 팝, Pop, 여행","[15, 17, 13, 13, 1]",11.8,5.6000000000000005
"6 Impromptus, Op. 5 : Impromptu V",Leif Ove Andsnes,무한 스트리밍하고 싶은 피아노 연주곡 모음,"새벽, 90년대, 2010년대, 편안한, 흐린날, 맑은날, 뉴에이지, 출/퇴근길","[17, 15, 15, 16, 15, 11, 3, 5, 2]",11.0,5.676462121975467
6 months,John K,언제 어디서든 편하게 들을 수 있는 플레이리스트,"오늘의선곡, 편안한, 부드러운, 집, 가요, POP, 산책, TODAY PICK","[15, 15, 15, 16, 16, 14, 8]",14.142857142857142,2.5872528966106905
60's Cardin,Glen Check,새로운 시작을 위한 긍정 에너지 가득 플레이리스트,"오늘의선곡, 신나는, 가요, 국내음악, 드라이브, 겨울","[16, 17, 15, 15, 13, 18, 14, 16, 8, 2, 2]",12.363636363636363,5.481750338793213
68,Louis Futon,매장에서 하루종일 들어도 질리지 않는 플레이리스트,"POP, 댄서블한, 그루브한, 스페셜추천, 맑은날, 해외음악, 마크곤잘레스, 오후","[16, 17, 17, 15, 15, 15, 16, 17, 15, 10, 1]",14.0,4.51260859854213
6HRS,Talitha.,언제 들어도 기분 좋아지는 멜로디의 POP,"드라이브, 산책, 힐링, 팝","[17, 16, 17, 17, 2]",13.8,5.912698199637792
7 Days,Craig David,[POP] 음악 동아리에서 함께 듣던 팝,"출/퇴근길, 40대, 오늘의선곡, 2000년대, 해외음악","[16, 15, 15, 17, 15, 16, 8, 3, 5]",12.222222222222221,5.050363634383783
7 Stories,Valley,"선선해진 가을 날씨 즐기는, ISFJ의 감성팝 PLAYLIST ᕷ","감성, 팝, 가을, 선선한, 센치한","[15, 15, 17, 8]",13.75,3.418698582794336
7 rings,Ariana Grande,[스우파] 스트릿우먼파이터에 나온 노래들! - 지속 업데이트!,"dance, 스트릿우먼, 스트릿우먼파이터, 멋짐, 힙합, 스우파, 스맨파, 런웨이, 인기","[15, 17, 17, 15, 14, 12, 11, 12, 10, 10, 7, 2, 2]",11.076923076923077,4.763023255511606
76-70=♡ (With 박선주),서지원,추천 ♬ 잊혀질리 없는 명품 발라드 ♪ No.23,"기쁨, ralalra, 명품, 이별, 발라드","[9, 9, 2, 8, 15, 2]",7.5,4.5
7HEAVEN,퍼플키스 (PURPLE KISS),언제 들어도 신이 나! 기분전환에 제격인 K-POP,"자존감, 청량, 기분전환, 운동, 아이돌","[16, 18, 15, 16, 12, 15, 7, 7, 2]",12.0,5.120763831912406
7월 15일 (Feat. 4Men),미(MIIII),추억이 새록새록 떠오르는 싸이월드 BGM,"싸이월드, bgm, 20대, 10대","[5, 2, 1]",2.6666666666666665,1.699673171197595
8282 (Feat. 수퍼비 & UNEDUCATED KID),트웰브 (twlv),당장 떠나고픈 여름 여행 플레이리스트,"오늘의선곡, 가요, 휴가/여행, 드라이브, 2020년대, 댄스","[17, 15, 15, 15, 18, 14, 15, 8, 5, 2, 1]",11.363636363636363,5.8971908146279475
911,Lady GaGa,일상의 텐션으로 스위치 ON!,"POP, 2020년대, 오후, 설연휴특집, 출/퇴근길, 맑은날","[17, 16, 15, 16, 15, 18, 13, 12, 3, 5]",13.0,4.8166378315169185
93,Mr Jukes,언제 어디서나 분위기 메이커 !! 미디엄 템포 Love,"드라이브, groove, 기분전환, 카페, 매장","[16, 18, 17, 19, 17, 15, 7, 2]",13.875,5.666513478321568
9와 4분의 3 승강장에서 너를 기다려 (Run Away),투모로우바이투게더,당신을 헬스장 락커 너머의 나니아로 데려가 줄 노래,"드라이브, 국내음악, 설렘, 기분전환, 좋아요10만, 2010년대, 자전거, 운동, 몽환적인, 가요","[16, 16, 18, 17, 13, 14, 15, 15, 16, 15, 12, 5, 7, 2, 3]",12.266666666666667,5.131168374638362
< 3 Song,Delorians,언제 들어도 기분 좋아지는 멜로디의 POP,"카페, 기분업, 힐링, 산책","[16, 16, 19, 17, 15, 15, 2]",14.285714285714286,5.174505793221381
? (물음표) (Feat. PLZY & JOMALONE),Yonko (욘코),차분함을 가진 플레이리스트,"국내음악, 산책, R&B/소울, 오늘의선곡, 외로움, 몽환적인, 저녁, 추운날","[16, 17, 15, 15, 13, 16, 14, 14, 15, 11, 8, 3]",13.083333333333334,3.8396686778360913
A,레인보우,2000년대 인기가요 띵곡 모음,"힐링, 케이팝, 00년대, 겨울, 90년생, 가요, 추억, 싸이월드, 2000년대, 댄스, 감성","[16, 15, 18, 14, 17, 16, 17, 13, 5, 6, 2, 1]",11.666666666666666,6.032320356951286
A Bitter Day (Feat. 용준형 & G.NA),현아,추억이 새록새록 떠오르는 싸이월드 BGM,"브금추억의, 30대, 20대, 싸이월드","[16, 7, 5, 2, 1]",6.2,5.344155686354955
A Change Of Heart,The 1975,여행가려고 만든 플레이리스트!,"오후, 운동, 여름, 기분전환, 드라이브, 트레블리스트","[16, 18, 17, 17, 15, 15, 13, 15, 4, 7, 2, 1]",11.666666666666666,6.0461190490723515
A Day (Piano Ver.),라디 (Ra. D),'사회적 거리두기' 요즘 시기에 정주행 하기 좋은 드라마 OST 특집,"OST, 드라마, 사랑, 2020년대, 국내음악","[16, 13, 16, 12, 5]",12.4,4.029888335921977
A Door,권순관,혼자 듣고 싶은 새벽 감성 노래들,"2010년대, 40대, 흐린날, 30대, 가요, 잔잔한","[17, 14, 17, 5]",13.25,4.9180788932265
A Dream Is A Wish Your Heart Makes (From 'Cinderella'),Jessie Ware,더 행복한 어린이날을 위한 디즈니 플레이리스트,"레이블 PICK, 설렘, 영화음악, 봄, 2020년대, 추억","[16, 16, 17, 14, 12, 7, 5, 2]",11.125,5.348773223833667
A Dream Is A Wish Your Heart Makes (Inst.),The Rob Mounsey Orchestra,"힐링과 평화를 드릴게요, 애니메이션 OST 🍀","연주음악, 집, TODAY PICK, 기분전환, 추억, 편안한","[16, 16, 18, 16, 15, 16, 13, 15, 7]",14.666666666666666,2.9814239699997196
A Glimmer Of Light,Master Class & Darley,"가을밤 부드러운 공기처럼, 편안히 흐르는 그루브","밤, 해외음악, 카페, 그루브한, 가을, 편안한","[16, 17, 15, 19, 15, 15, 15, 15]",15.875,1.3635890143294642
A Good Day,Wooden Chair,아침을 깨우는 커피와 기분 좋은 JAZZ,"TODAY PICK, 사랑, 재즈, 50대, 방해금지모드, 기분전환, 설렘, 카페","[16, 18, 19, 16, 17, 16, 16, 16, 15, 12, 5, 7]",14.416666666666666,4.112143263825109
A Good Night (Feat. BloodPop®),John Legend,살짝쿵 기분을 업시켜줄 드라이빙 뮤직,"댄서블한, 기분전환, 그루브한, 오늘의선곡","[16, 18, 15, 15, 15, 15, 16, 8, 15, 10, 7]",13.636363636363637,3.4184719412660303
A Grouplove Christmas,GROUPLOVE,음악으로 미리 만나는 크리스마스,"하우스파티, 저녁, 2010년대, 설렘, 따뜻한, 밝은, 휴식","[17, 15, 14, 19, 18, 12, 5]",14.285714285714286,4.398515519525901
A Hand For Mrs. Claus,Idina Menzel,크리스마스 캐롤 BEST 인기곡 모음,"성탄절, 연말, 매장음악, 기분전환, 크리스마스","[16, 16, 18, 17, 19, 14, 15, 10, 7]",14.666666666666666,3.6514837167011076
A Hand For Mrs. Claus,Idina Menzel & Ariana Grande,즐거운 크리스마스를 위한 플레이리스트,"휴가/여행, 하우스파티, 해외음악, 캐롤, 기쁨, 레이블 PICK","[16, 17, 15, 17, 15, 19, 18, 8, 15, 2, 1]",13.0,6.0603030227268935
A Higher Place,Adam Levine,라이딩하며 듣는 영화음악 OST,"맑은날, OST, 등산, 드라이브, 자전거, 지침/힘듦","[17, 17, 16, 12, 12, 0, 7, 7, 2]",10.0,6.0
A LOT (Remix),John K,시끄러운 건 싫지만 신나고 싶은 당신을 위한 데일리 POP (상시업뎃),"감성, 외출, 가을, 산책, 힐링","[15, 16, 15, 15, 17, 12]",15.0,1.5275252316519468
A Letter To My Younger Self,Quinn XCII & Logic,일상의 텐션으로 스위치 ON!,"설연휴특집, 신나는, 드라이브, 해외음악, 맑은날, 오후","[16, 17, 17, 17, 18, 16, 15, 18, 13, 12, 2, 2]",13.583333333333334,5.468978169843267
A Lil Nothin,D. Munoz,언제 어디서나 분위기 메이커 !! 미디엄 템포 Love,"알앤비, 기분전환, 매장, Pop, 팝","[16, 18, 17, 17, 13, 13, 15, 7]",14.5,3.3166247903554
A Million Dreams (영화 '위대한 쇼맨' OST),The Piano Guys,무한 스트리밍하고 싶은 피아노 연주곡 모음,"피아노, 맑은날, 부드러운, 90년대, 새벽, 레이블 PICK, 휴식, 출/퇴근길","[17, 17, 15, 16, 17, 15, 3, 11, 5, 2]",11.8,5.8275209137333865
A Million Times,Cosmo's Midnight,추운 날씨에 딱!! 당신의 마음을 달콤하게 녹여줄 플레이리스트,"해외음악, 드라이브, 편안한, 따뜻한, 새벽, 레이블 PICK","[16, 17, 17, 15, 17, 15, 15, 2]",14.25,4.710360920354193
A No No (Feat. Stefflon Don) (Remix),Mariah Carey,감성 만땅 충전시켜주는 삐삐의 플레이리스트,"TODAY PICK, R&B/소울, 편안한, 기분전환, 2010년대","[16, 18, 15, 14, 15, 5, 7]",12.857142857142858,4.5175395145262565
A Potion For Love,AURORA,눈 내린 겨울 아침의 포근함을 담은 노래❄,"겨울, 2000년대, 인디, 위로, 산책, 휴식, 락/메탈, 2020년대, 30대, 잔잔한","[17, 16, 17, 16, 10, 12, 12, 9, 3, 5]",11.7,4.73392015141785
A Sky Full Of Stars (Radio Edit),Coldplay,창문 활짝 열고 볼륨을 높여요!,"락/메탈, 기분전환, 밝은, 오늘의선곡","[16, 18, 15, 15, 12, 12, 8, 15, 7]",13.11111111111111,3.478327964999673
A Softer Sound,Eric & Magill,몽환적인 멜로디가 매력적인 팝 뮤직,"밤, 비오는날, 새벽, 출/퇴근길, 흐린날, POP, 오늘의선곡, 휴식","[17, 15, 15, 17, 15, 16, 15, 15, 13, 8, 3]",13.545454545454545,4.075729412992708
A Stairway To The Stars,Erroll Garner,작업할때 잔잔히 틀어놓기 좋은 JAZZ 1,"카페, 취미, 사무실, 커피, 재즈","[19, 17, 15, 12, 8]",14.2,3.867815921162743
A Storm Is Coming,London Philharmonic Orchestra,나를 판타지 세계로 초대해줄 영화 OST,"휴식, 해외음악, 방해금지모드, 출/퇴근길, TODAY PICK, 영화음악","[16, 17, 17, 15, 16, 16, 16, 16, 3, 7]",13.9,4.570557952810575
A Thousand Miles,Vanessa Carlton,한 해를 마무리하며 듣는 따스한 분위기의 팝,"2000년대, 30대, POP, MZ세대, 00년대, 추억, Pop, 기분전환, 오늘의선곡, TODAY PICK, MP3","[16, 18, 15, 15, 16, 8, 15, 11, 5, 7]",12.6,4.2708313008125245
A Thousand Years,The Piano Guys,마음이 편안해지는 연주 음악,"해외음악, 편안한, 새벽, 레이블 PICK, 소니뮤직, 산책, 2020년대, 뉴에이지","[16, 17, 15, 16, 17, 15, 16, 11, 5, 1, 2]",11.909090909090908,5.930729611018215
A Time For Love (Feat. AURA),Atonicboy,지친 일상에서 나에게 선물하는 잠깐의 여유,"봄, R&B/소울, 2020년대, 휴식, 20대","[17, 14, 14, 5]",12.5,4.5
A Waltz for a Night,Julie Delpy,로맨스 영화의 주인공이 되는 달콤한 음악들,"POP, 사랑, 발렌타인데이, 외로움, 고백, 편안한, OST, 잔잔한, 슬픔, 50대, 2010년대, 해외음악","[16, 17, 15, 17, 15, 16, 8, 11, 7, 5, 5, 2]",11.166666666666666,5.257270098529168
A Whole New World,Mena Massoud & Naomi Scott,더 행복한 어린이날을 위한 디즈니 플레이리스트,"유니버설뮤직, 영화음악, 밝은, 2020년대, OST, 2010년대","[16, 16, 12, 7, 5, 1]",9.5,5.619905100029122
A world without lies,TOD (토드),슬기로운 의사생활 시즌2 OST & 삽입곡,"OST, 리메이크, 메디컬드라마, 슬기로운의사생활시즌2","[12, 8, 15, 11, 11, 11, 7, 6, 1, 6, 2]",8.181818181818182,4.108044919161819
A-Ha,아이비,놀면 뭐하니? 도토리 페스티벌 감성 명곡,"감성, 싸이월드, 토요태, 도토리페스티벌","[15, 3, 4, 2, 2, 1]",4.5,4.7871355387816905
A-TEEN,세븐틴 (SEVENTEEN),○ 좋아요 10만 넘은곡들 순서대로(상시업뎃) ○,"추억, 좋아요10만",[16],16.0,0.0
A.C.C.E.L,BUMZU,담백한 국내산 R&B 플레이리스트,"오늘의선곡, 출/퇴근길, 국내음악, 산책","[16, 15, 15, 13, 16, 15, 16, 8, 3]",13.0,4.268749491621899
"A.Vivaldi : Violin Concerto, 'Four Seasons : Winter' - II. Largo Op. 8/4, RV 297 Violin Concerto, 'Four Seasons : Winter', Op. 8/4, RV 297 (비발디 : 바이올린 협주곡 '사계' 중 '겨울' 2악장 라르고)",Pinchas Zukerman,불면증 한방에 날려버리는 수면 클래식 #꿀잠,"가을, 연주음악, 레이블 PICK, 소니뮤직, 스페셜추천, 휴식","[16, 17, 15, 17, 16, 17, 13, 15, 1, 2]",12.9,5.821511831131154
AEAO,다이나믹 듀오,요즘 릴스 배경음악 TOP100,"릴스, 인기, 인스타그램, 틱톡","[15, 12, 15, 6]",12.0,3.6742346141747673
AFK,Daniel Schulz,도입부터 너무 좋아! 호불호 안갈리는 팝송 ♪,"드라이브, 편안한, Pop, 여행, 외출팝, 매장음악, 기분전환, groove","[16, 16, 18, 17, 15, 15, 15, 17, 17, 15, 12, 7, 2, 1]",13.071428571428571,5.4045521251505555
AFRAID OF THE DARK,EZI,상반기 국외 추천 플레이리스트,"POP, 2010년대",[5],5.0,0.0
AFTER MOON,TWICE (트와이스),잔잔하게 반짝이는 아이돌 발라드 음악,"새벽, 가을, 휴식, 저녁, 2010년대, 오늘의선곡, 아이돌","[15, 15, 17, 15, 15, 14, 12, 8, 5, 2]",11.8,4.791659420284375
AFTER PARTY,스펙트럼,사이다가 필요 없는 청량 가득 아이돌 플레이리스트,"오늘의선곡, 기분전환, 맑은날, 여름, 가요, 신나는, 드라이브, 아이돌","[16, 18, 17, 17, 15, 15, 18, 17, 14, 12, 8, 15, 7, 2, 2, 1]",12.125,5.893587617063142
AH,애프터스쿨,2000년대 인기가요 띵곡 모음,"헬스, 추억, 겨울, 노동요, 케이팝, 감성, 힐링, 중독성, 스트레스, 운동","[16, 15, 15, 17, 16, 17, 14, 17, 13, 13, 10, 0, 2]",12.692307692307692,5.354862856602189
AH YEAH (아예),WINNER,듣기만 해도 시원해지는 아이돌 플레이리스트,"맑은날, 가요, 댄서블한, 해변, 여름, 휴가/여행, 아이돌","[17, 15, 17, 14, 15, 16, 12, 9, 10, 2, 1]",11.636363636363637,5.398193759746736
ALL-YOU-CAN-EAT,GOLDBUUDA & Lil Cherry,지친 수요일을 깨워줄 플레이리스트,"국내음악, 그루브한, 운동, 신나는, 오후, 휴가/여행","[16, 13, 18, 15, 15, 15, 15, 15, 15, 2, 1]",12.727272727272727,5.411954933140806
ALMOST THERE,RIOT KIDZ (라이엇키즈),한여름의 청량한 감성을 지닌 모던락,"휴식, 휴가/여행, 기분전환, 락/메탈, 산책","[16, 18, 17, 15, 16, 15, 12, 12, 15, 7, 1]",13.090909090909092,4.794969816087488
"ALWAYS, ALL WAYS (Feat. Chancellor)",보아 (BoA),묘한 기분으로 듣는 플레이리스트,"가요, 지침/힘듦, 밤, 국내음악, 드라이브, 스트레스/짜증","[16, 17, 13, 14, 15, 17, 14, 12, 12, 0, 2]",12.0,5.46060269733862
AMAZING,Rex Orange County,첫 곡부터 믿고 듣는 팝 플레이리스트!,"위로, 봄, POP, 출/퇴근길, 산책, 맑은날, 2020년대","[17, 16, 15, 16, 14, 9, 3, 3, 5]",10.88888888888889,5.566655577722377
AMAZIN’,태양,가을의 시작을 함께 하는 플레이리스트,"밝은, 라운지, 자전거, 오늘의선곡, 국내음악, 그루브한, 드라이브, 2010년대","[16, 17, 15, 15, 13, 15, 15, 16, 8, 13, 5, 7, 2]",12.076923076923077,4.681576632216289
ANGEL,keshi,"선선해진 가을 날씨 즐기는, ISFJ의 감성팝 PLAYLIST ᕷ","ISFJ, 선선한, 힐링, 잔잔한, mbti","[17, 17, 8]",14.0,4.242640687119285
ANGELINA JOLIE,OVENBERG,산뜻한 기분 올려주는 기분-업 음악,"레이블 PICK, 리플레이뮤직, 기분전환, 해외음악, POP, 맑은날","[16, 16, 18, 17, 17, 17, 16, 12, 15, 7, 1, 2]",12.833333333333334,5.814254514170803
ANNA,호온도 (소음해금),조용한 공간에 울려 퍼지는 잔잔한 알앤비,"R&B/소울, 매혹적인, 2010년대, 안개낀날, 드라이브, 휴식, 새벽, 국내음악","[16, 17, 17, 17, 13, 15, 14, 13, 6, 5, 2, 3]",11.5,5.545268253204709
ANSWER,애슐리,내리쬐는 태양아래 이열치열 댄스뮤직!,"국내음악, 댄스, 여름, 더운날, 운동","[16, 17, 13, 18, 17, 15, 1]",13.857142857142858,5.462301226944332
ANTIFRAGILE,LE SSERAFIM (르세라핌),요즘 뭐 듣지?👀 텐션 상승되는 걸그룹 플리~,"신나는, 국내, 텐션업, 걸그룹, TOP100, 틱톡, 30대, 명곡, 흥폭발, 릴스, 인스타그램, 차트, 오늘의선곡, 2010년대, TODAY PICK, 회상, 노래방, 댄서블한, 출/퇴근길, 추억, 장르탑백, 스트레스","[15, 15, 16, 13, 18, 15, 16, 18, 16, 18, 14, 15, 17, 14, 13, 16, 12, 8, 12, 2, 10, 3, 9, 9, 5, 5, 7, 4, 6, 2, 2, 0]",10.78125,5.538131312771484
APHASIA (Feat. Hoody),MOON YIRANG,가을의 시작을 함께 하는 플레이리스트,"2010년대, 스트레스/짜증, 댄서블한, 밝은, 라운지, 맑은날, 그루브한, 자전거","[17, 15, 15, 17, 16, 16, 14, 13, 10, 5, 7]",13.181818181818182,3.9038019188334343
ARE YOU WITH THAT?,Vince Staples,언제 어디서나 분위기 메이커 !! 미디엄 템포 Love,"여행, 매장, 카페, 그루브, 알앤비","[15, 19, 15, 17, 13, 13, 1]",13.285714285714286,5.390846361175202
ASAP,NewJeans,댄스 TOP100,"명곡, 국내, 탑백, 댄스탑백","[13, 18, 18, 16, 15, 8, 4]",13.142857142857142,4.9114609821917385
ASMR Sleep Binaural Synthesizer And Birds Sounds 1,ASMR Sleep Sound Project,불면증 한방에 날려버리는 수면 클래식 #꿀잠,"연주음악, 뉴에이지, 새벽, 밤, 스페셜추천, 집","[16, 16, 15, 15, 17, 13, 15, 11, 2]",13.333333333333334,4.346134936801766
ASMR Sleep Binaural Synthesizer And Calm Waves Sounds 3,ASMR Sleep Sound Project,불면증 한방에 날려버리는 수면 클래식 #꿀잠,"스페셜추천, 집, 소니뮤직, 편안한, 새벽, 밤","[15, 16, 15, 15, 16, 17, 15, 1]",13.75,4.866980583482946
ASMR Sleep Sounds,ASMR Sleep Sound Project,불면증 한방에 날려버리는 수면 클래식 #꿀잠,"스페셜추천, 소니뮤직, 편안한, 가을, 여름, 해외음악","[16, 17, 15, 17, 15, 16, 17, 15, 1, 1]",13.0,6.04979338490167
ATM (Feat. Missy Elliott),Bree Runway,[스우파] 스트릿우먼파이터에 나온 노래들! - 지속 업데이트!,"멋짐, 스트릿우먼파이터, 걸크러쉬, 스맨파, 카리스마, 스웩","[13, 12, 11, 12, 10, 11, 10, 10, 7, 2, 2]",9.090909090909092,3.654500225862142
AYO,Isac Elliot,높아진 하늘만큼 깊어진 감각을 깨울 음악,"가을, 추운날, 집, 새벽","[17, 16, 15, 15]",15.75,0.82915619758885
About Love (From The Netflix Film 'To All The Boys : P.S. I Still Love You'),MARINA,두근두근! 하이틴 영화 감성 팝 플레이리스트,"20대, 밝은, 2020년대, 맑은날, 오후, 드라이브, 달콤한, 오늘의선곡","[17, 17, 15, 15, 15, 12, 8, 5, 2, 0]",10.6,6.053098380168622
About Me,바이브,바이브의 '유독 애정하는 바이브의 노래들',"가을, 지침/힘듦, 외로움, 스타플레이리스트, 발라드","[9, 15, 11, 13, 12, 12, 12, 12, 0, 2]",9.8,4.64327470649756
Abracadabra,브라운아이드걸스,신나는 여름 휴가 출발~댄스 댄스!,"미니홈피, 운동, 회상, 추억, 노래방, 명곡, 드라이브, kpop, 가을, 2000년대에서2015년까지, 오늘의선곡, 힐링, 노동요, MP3, 스트레스, 흥겨운, 기분전환, 가요, 여행, 케이팝","[16, 18, 17, 15, 15, 16, 15, 15, 14, 15, 17, 16, 14, 17, 17, 14, 13, 13, 13, 8, 15, 6, 6, 9, 5, 7, 1, 0, 2, 1, 0]",11.290322580645162,5.787603818546831
Accountable,Amtrac,힙한 카페 사장님이라면 무조건 좋아할 거야!,"힙한, 분위기깡패, 편집샵, 감각적인","[16, 17, 9, 15, 17, 15, 13, 14, 13, 4, 3]",12.363636363636363,4.695698752779985
